Date,Close
2015-08-17,74.04
2015-08-18,72.58
2015-08-19,72.04
2015-08-20,67.82
2015-08-21,69.15
2015-08-24,65.17
2015-08-25,65.18
2015-08-26,68.52
2015-08-27,69.94
2015-08-28,70.25
2015-08-31,69.36
2015-09-01,66.63
2015-09-02,67.98
2015-09-03,68.25
2015-09-04,67.13
2015-09-08,70.76
2015-09-09,69.03
2015-09-10,69.74
2015-09-11,70.05
2015-09-14,69.89
2015-09-15,71.27
2015-09-16,71.88
2015-09-17,72.32
2015-09-18,71.4
2015-09-21,72.14
2015-09-22,71.65
2015-09-23,71.99
2015-09-24,71.71
2015-09-25,72.44
2015-09-28,69.04
2015-09-29,68.38
2015-09-30,69.43
2015-10-01,72.91
2015-10-02,73.93
2015-10-05,75.27
2015-10-06,74.42
2015-10-07,75
2015-10-08,75.09
2015-10-09,75.25
2015-10-12,75.88
2015-10-13,76.63
2015-10-14,75.58
2015-10-15,77.7
2015-10-16,78.77
2015-10-19,77.93
2015-10-20,77.53
2015-10-21,75.83
2015-10-22,77.37
2015-10-23,78.56
2015-10-26,78.22
2015-10-27,77.75
2015-10-28,78.53
2015-10-29,78.14
2015-10-30,77.71
2015-11-02,79.2
2015-11-03,78.63
2015-11-04,78.39
2015-11-05,78.71
2015-11-06,79.41
2015-11-09,78.22
2015-11-10,78.25
2015-11-11,78.71
2015-11-12,78.3
2015-11-13,75.6
2015-11-16,76.26
2015-11-17,77.24
2015-11-18,77.35
2015-11-19,80.64
2015-11-20,80.99
2015-11-23,80.78
2015-11-24,80.39
2015-11-25,80.41
2015-11-27,79.97
2015-11-30,79.69
2015-12-01,81.01
2015-12-02,80.88
2015-12-03,79.93
2015-12-04,82.14
2015-12-07,80.68
2015-12-08,81.08
2015-12-09,79.71
2015-12-10,79.38
2015-12-11,76.87
2015-12-14,76.99
2015-12-15,77.37
2015-12-16,78.89
2015-12-17,78.43
2015-12-18,77.03
2015-12-21,77.29
2015-12-22,77.86
2015-12-23,78.04
2015-12-24,77.83
2015-12-28,78.2
2015-12-29,79.44
2015-12-30,79.14
2015-12-31,78.4
2016-01-04,76.71
2016-01-05,77.05
2016-01-06,76.29
2016-01-07,74.3
2016-01-08,73.23
2016-01-11,73.18
2016-01-12,74.46
2016-01-13,72.35
2016-01-14,73.07
2016-01-15,70.86
2016-01-19,70.8
2016-01-20,70.33
2016-01-21,69.51
2016-01-22,71.55
2016-01-25,69.92
2016-01-26,69.87
2016-01-27,67.43
2016-01-28,65.69
2016-01-29,68.06
2016-02-01,68.44
2016-02-02,64.52
2016-02-03,65.34
2016-02-04,67.2
2016-02-05,58.51
2016-02-08,54.05
2016-02-09,57.33
2016-02-10,58.76
2016-02-11,59.24
2016-02-12,59.68
2016-02-16,59.72
2016-02-17,63.49
2016-02-18,61.7
2016-02-19,62.14
2016-02-22,63.98
2016-02-23,62.9
2016-02-24,62.52
2016-02-25,69.42
2016-02-26,69.72
2016-02-29,67.75
2016-03-01,70.02
2016-03-02,70.43
2016-03-03,70.8
2016-03-04,71.06
2016-03-07,70.49
2016-03-08,69.82
2016-03-09,71.04
2016-03-10,70.7
2016-03-11,71.63
2016-03-14,72.22
2016-03-15,71.7
2016-03-16,72.73
2016-03-17,72.72
2016-03-18,72.65
2016-03-21,72.25
2016-03-22,72.85
2016-03-23,71.78
2016-03-24,72.44
2016-03-28,71.95
2016-03-29,72.3
2016-03-30,74.3
2016-03-31,73.83
2016-04-01,75.73
2016-04-04,75.69
2016-04-05,74.58
2016-04-06,75.58
2016-04-07,75.32
2016-04-08,74.85
2016-04-11,74.16
2016-04-12,74.27
2016-04-13,75.95
2016-04-14,76.15
2016-04-15,76.31
2016-04-18,77.27
2016-04-19,76.19
2016-04-20,76.14
2016-04-21,77.15
2016-04-22,76.48
2016-04-25,76.51
2016-04-26,76.21
2016-04-27,75.69
2016-04-28,75.38
2016-04-29,75.8
2016-05-02,77.25
2016-05-03,74.9
2016-05-04,73.99
2016-05-05,73.81
2016-05-06,74.25
2016-05-09,74.62
2016-05-10,75.92
2016-05-11,75.79
2016-05-12,75.89
2016-05-13,76.37
2016-05-16,77.31
2016-05-17,76.77
2016-05-18,77.87
2016-05-19,81.09
2016-05-20,81.02
2016-05-23,81.73
2016-05-24,82.75
2016-05-25,83.57
2016-05-26,83.35
2016-05-27,83.77
2016-05-31,83.71
2016-06-01,83.45
2016-06-02,83.24
2016-06-03,82.55
2016-06-06,82.83
2016-06-07,83.14
2016-06-08,83.35
2016-06-09,82.73
2016-06-10,81.83
2016-06-13,81.49
2016-06-14,81.09
2016-06-15,81.99
2016-06-16,81.64
2016-06-17,80.5
2016-06-20,81.22
2016-06-21,81.63
2016-06-22,80.62
2016-06-23,82.28
2016-06-24,78.46
2016-06-27,76.07
2016-06-28,77.55
2016-06-29,79
2016-06-30,79.41
2016-07-01,79.83
2016-07-05,78.67
2016-07-06,78.5
2016-07-07,78.76
2016-07-08,80.89
2016-07-11,81.66
2016-07-12,81.93
2016-07-13,81.33
2016-07-14,81.56
2016-07-15,81.4
2016-07-18,81.63
2016-07-19,81.37
2016-07-20,82.14
2016-07-21,81.7
2016-07-22,82.55
2016-07-25,82.19
2016-07-26,81.76
2016-07-27,81.5
2016-07-28,82.33
2016-07-29,81.8
2016-08-01,81.02
2016-08-02,80.5
2016-08-03,80.41
2016-08-04,80.56
2016-08-05,81.33
2016-08-08,81.17
2016-08-09,81.18
2016-08-10,80.24
2016-08-11,81.48
2016-08-12,81.63
2016-08-15,78.92
2016-08-16,77.96
2016-08-17,76.32
2016-08-18,76.91
2016-08-19,77.48
2016-08-22,77.25
2016-08-23,78.02
2016-08-24,77.82
2016-08-25,80.16
2016-08-26,80.03
2016-08-29,79.92
2016-08-30,79.83
2016-08-31,79.42
2016-09-01,75.91
2016-09-02,75.1
2016-09-06,75.42
2016-09-07,75.01
2016-09-08,74.88
2016-09-09,74.2
2016-09-12,74.36
2016-09-13,73.06
2016-09-14,73.82
2016-09-15,73.99
2016-09-16,73.29
2016-09-19,73
2016-09-20,72.91
2016-09-21,74.18
2016-09-22,74.59
2016-09-23,70.39
2016-09-26,70.19
2016-09-27,70.05
2016-09-28,71.62
2016-09-29,71.2
2016-09-30,71.33
2016-10-03,70.52
2016-10-04,72.63
2016-10-05,68.42
2016-10-06,71.26
2016-10-07,70.91
2016-10-10,75.1
2016-10-11,72.42
2016-10-12,72.23
2016-10-13,70.63
2016-10-14,74.27
2016-10-17,72.83
2016-10-18,72.77
2016-10-19,72.82
2016-10-20,72.59
2016-10-21,74
2016-10-24,75.06
2016-10-25,75.06
2016-10-26,74.95
2016-10-27,74.74
2016-10-28,75.13
2016-10-31,75.16
2016-11-01,75.45
2016-11-02,75
2016-11-03,74.14
2016-11-04,74.37
2016-11-07,76.3
2016-11-08,76.55
2016-11-09,75.9
2016-11-10,73.63
2016-11-11,74.59
2016-11-14,72.76
2016-11-15,74.02
2016-11-16,73.31
2016-11-17,75.19
2016-11-18,77.77
2016-11-21,76.15
2016-11-22,75.57
2016-11-23,73.95
2016-11-25,73.73
2016-11-28,72.93
2016-11-29,72.93
2016-11-30,72
2016-12-01,68.46
2016-12-02,68.41
2016-12-05,70.8
2016-12-06,70.62
2016-12-07,71.78
2016-12-08,71.86
2016-12-09,71.17
2016-12-12,70.38
2016-12-13,71.61
2016-12-14,71.33
2016-12-15,70.23
2016-12-16,69.86
2016-12-19,69.51
2016-12-20,69.86
2016-12-21,70.11
2016-12-22,69.9
2016-12-23,69.87
2016-12-27,69.85
2016-12-28,69.09
2016-12-29,69.15
2016-12-30,68.46
2017-01-03,70.54
2017-01-04,72.8
2017-01-05,72.79
2017-01-06,73.8
2017-01-09,73.96
2017-01-10,73.98
2017-01-11,75.77
2017-01-12,75.21
2017-01-13,75.64
2017-01-17,75.02
2017-01-18,75.78
2017-01-19,75.57
2017-01-20,76.03
2017-01-23,76.16
2017-01-24,77.11
2017-01-25,78.47
2017-01-26,77.95
2017-01-27,78.21
2017-01-30,78.71
2017-01-31,79.1
2017-02-01,78.58
2017-02-02,80.13
2017-02-03,80.21
2017-02-06,79.75
2017-02-07,80.21
2017-02-08,80.7
2017-02-09,81.03
2017-02-10,80.64
2017-02-13,80.91
2017-02-14,80.92
2017-02-15,81.67
2017-02-16,80.82
2017-02-17,81.47
2017-02-21,82.18
2017-02-22,82.08
2017-02-23,82.07
2017-02-24,81.78
2017-02-27,81.54
2017-02-28,81.35
2017-03-01,83.81
2017-03-02,82.67
2017-03-03,82.22
2017-03-06,82.5
2017-03-07,82.97
2017-03-08,83.48
2017-03-09,83.28
2017-03-10,83.51
2017-03-13,83.61
2017-03-14,83.51
2017-03-15,83.48
2017-03-16,83.52
2017-03-17,83.03
2017-03-20,82.9
2017-03-21,81.55
2017-03-22,81.88
2017-03-23,81.52
2017-03-24,81.61
2017-03-27,81.61
2017-03-28,82.14
2017-03-29,82.38
2017-03-30,82.56
2017-03-31,82.49
2017-04-03,82.31
2017-04-04,82.97
2017-04-05,85.34
2017-04-06,85
2017-04-07,84.38
2017-04-10,84.24
2017-04-11,83.86
2017-04-12,83.37
2017-04-13,83.13
2017-04-17,84.2
2017-04-18,83.71
2017-04-19,83.5
2017-04-20,84.05
2017-04-21,83.79
2017-04-24,84.17
2017-04-25,84.75
2017-04-26,84.95
2017-04-27,85.85
2017-04-28,86.12
2017-05-01,86.66
2017-05-02,87.09
2017-05-03,86.55
2017-05-04,86.52
2017-05-05,86.97
2017-05-08,86.86
2017-05-09,87.13
2017-05-10,87.31
2017-05-11,87.71
2017-05-12,89.04
2017-05-15,89.8
2017-05-16,89.75
2017-05-17,87.84
2017-05-18,87.75
2017-05-19,87.4
2017-05-22,88.94
2017-05-23,88.49
2017-05-24,89.6
2017-05-25,91.27
2017-05-26,90.83
2017-05-30,90.86
2017-05-31,89.64
2017-06-01,90.05
2017-06-02,90.86
2017-06-05,91.38
2017-06-06,91.1
2017-06-07,91.39
2017-06-08,91.25
2017-06-09,87.27
2017-06-12,86.18
2017-06-13,87.27
2017-06-14,87.17
2017-06-15,86.27
2017-06-16,86
2017-06-19,87.54
2017-06-20,86.92
2017-06-21,87.56
2017-06-22,88.47
2017-06-23,88.62
2017-06-26,88.11
2017-06-27,87.68
2017-06-28,88.09
2017-06-29,86.8
2017-06-30,86.6
2017-07-03,86.1
2017-07-05,87.5
2017-07-06,86.85
2017-07-07,87.92
2017-07-10,88.5
2017-07-11,88.35
2017-07-12,90.4
2017-07-13,89.57
2017-07-14,90
2017-07-17,89.29
2017-07-18,89.27
2017-07-19,89.56
2017-07-20,90.54
2017-07-21,89.69
2017-07-24,89.67
2017-07-25,90.63
2017-07-26,91.07
2017-07-27,90.51
2017-07-28,90.62
2017-07-31,90.8
2017-08-01,91.22
2017-08-02,89.89
2017-08-03,90.35
2017-08-04,90.45
2017-08-07,90.5
2017-08-08,90.26
2017-08-09,90.12
2017-08-10,87.63
2017-08-11,88.29
2017-08-14,90.25
2017-08-15,90.7
2017-08-16,92.24
2017-08-17,90.88
2017-08-18,90.76
2017-08-21,91.76
2017-08-22,92.95
2017-08-23,93.07
2017-08-24,94.15
2017-08-25,94.1
2017-08-28,93.66
2017-08-29,93.83
2017-08-30,94.86
2017-08-31,95.49
2017-09-01,96.01
2017-09-05,96.18
2017-09-06,95.82
2017-09-07,96.73
2017-09-08,96.43
2017-09-11,97.71
2017-09-12,96.85
2017-09-13,95.61
2017-09-14,95.3
2017-09-15,94.63
2017-09-18,95.74
2017-09-19,95.35
2017-09-20,95.21
2017-09-21,94.86
2017-09-22,94.94
2017-09-25,92.47
2017-09-26,92.34
2017-09-27,93.21
2017-09-28,92.6
2017-09-29,93.42
2017-10-02,93.94
2017-10-03,95.36
2017-10-04,95.52
2017-10-05,95.73
2017-10-06,96.32
2017-10-09,96.27
2017-10-10,95.39
2017-10-11,96.01
2017-10-12,96.74
2017-10-13,96.94
2017-10-16,97.15
2017-10-17,96.72
2017-10-18,96.44
2017-10-19,97.19
2017-10-20,98.9
2017-10-23,98.44
2017-10-24,98.66
2017-10-25,99.59
2017-10-26,100.05
2017-10-27,100.7
2017-10-30,100.7
2017-10-31,102.34
2017-11-01,101.95
2017-11-02,102.6
2017-11-03,102.71
2017-11-06,102.42
2017-11-07,102.72
2017-11-08,105.03
2017-11-09,103.6
2017-11-10,105.24
2017-11-13,105.78
2017-11-14,106.23
2017-11-15,105.43
2017-11-16,107.03
2017-11-17,107.58
2017-11-20,107.37
2017-11-21,108.8
2017-11-22,106.83
2017-11-24,107.15
2017-11-27,106.58
2017-11-28,106.46
2017-11-29,103.53
2017-11-30,104.32
2017-12-01,103.83
2017-12-04,99.85
2017-12-05,100.69
2017-12-06,102.92
2017-12-07,104.07
2017-12-08,103.44
2017-12-11,104.54
2017-12-12,103.67
2017-12-13,103.94
2017-12-14,104.24
2017-12-15,105.48
2017-12-18,105.08
2017-12-19,104.26
2017-12-20,103.39
2017-12-21,103.62
2017-12-22,102.63
2017-12-26,102.54
2017-12-27,102.65
2017-12-28,102.79
2017-12-29,102.23
2018-01-02,104.41
2018-01-03,105.29
2018-01-04,106.68
2018-01-05,108.1
2018-01-08,108.86
2018-01-09,109.15
2018-01-10,108.8
2018-01-11,109.1
2018-01-12,110.24
2018-01-16,108.89
2018-01-17,110.04
2018-01-18,111.77
2018-01-19,111.93
2018-01-22,112.89
2018-01-23,113.24
2018-01-24,112.85
2018-01-25,111.96
2018-01-26,113.7
2018-01-29,113.3
2018-01-30,112.23
2018-01-31,113.91
2018-02-01,112.74
2018-02-02,110.78
2018-02-05,107.65
2018-02-06,109.57
2018-02-07,110.05
2018-02-08,104.03
2018-02-09,106.98
2018-02-12,108.55
2018-02-13,107.69
2018-02-14,109.02
2018-02-15,113.12
2018-02-16,112.86
2018-02-20,114.35
2018-02-21,114.48
2018-02-22,113
2018-02-23,114.96
2018-02-26,116.65
2018-02-27,116.47
2018-02-28,116.25
2018-03-01,119.43
2018-03-02,121.92
2018-03-05,122.5
2018-03-06,124.48
2018-03-07,125.33
2018-03-08,126.36
2018-03-09,127.41
2018-03-12,126.78
2018-03-13,126.73
2018-03-14,127.99
2018-03-15,127.22
2018-03-16,125.97
2018-03-19,124.98
2018-03-20,125.12
2018-03-21,121.7
2018-03-22,118.04
2018-03-23,114.43
2018-03-26,118.97
2018-03-27,113.81
2018-03-28,112.88
2018-03-29,116.3
2018-04-02,115.3
2018-04-03,116.49
2018-04-04,119.48
2018-04-05,119.04
2018-04-06,116.1
2018-04-09,117.19
2018-04-10,119.49
2018-04-11,119.16
2018-04-12,121.4
2018-04-13,119.01
2018-04-16,119.41
2018-04-17,123.35
2018-04-18,124.46
2018-04-19,124.06
2018-04-20,122.82
2018-04-23,121.89
2018-04-24,117.88
2018-04-25,117.32
2018-04-26,120.83
2018-04-27,120.22
2018-04-30,120.99
2018-05-01,123.11
2018-05-02,122.82
2018-05-03,124.41
2018-05-04,125.12
2018-05-07,126.97
2018-05-08,128.75
2018-05-09,129.73
2018-05-10,130.62
2018-05-11,130.63
2018-05-14,127.69
2018-05-15,128.13
2018-05-16,128.77
2018-05-17,126.05
2018-05-18,126.96
2018-05-21,126.37
2018-05-22,125.44
2018-05-23,128.09
2018-05-24,128.74
2018-05-25,127.96
2018-05-29,126.88
2018-05-30,129.3
2018-05-31,129.33
2018-06-01,130.52
2018-06-04,132.65
2018-06-05,134.12
2018-06-06,135.55
2018-06-07,132.91
2018-06-08,133.53
2018-06-11,133.98
2018-06-12,136.26
2018-06-13,136.5
2018-06-14,138.41
2018-06-15,138.41
2018-06-18,139.8
2018-06-19,139.52
2018-06-20,138.94
2018-06-21,137.88
2018-06-22,135.01
2018-06-25,133.19
2018-06-26,135.48
2018-06-27,133.22
2018-06-28,135.12
2018-06-29,136.4
2018-07-02,140.43
2018-07-03,137.84
2018-07-05,139.77
2018-07-06,141.4
2018-07-09,141.76
2018-07-10,142.45
2018-07-11,145.25
2018-07-12,148.16
2018-07-13,147.61
2018-07-16,146.96
2018-07-17,147.02
2018-07-18,147.84
2018-07-19,147.16
2018-07-20,146.87
2018-07-23,147.56
2018-07-24,146
2018-07-25,148.87
2018-07-26,147.57
2018-07-27,143.91
2018-07-30,138.03
2018-07-31,137.15
2018-08-01,137.68
2018-08-02,141.14
2018-08-03,141.04
2018-08-06,142.71
2018-08-07,144.44
2018-08-08,145.17
2018-08-09,145.82
2018-08-10,145.51
2018-08-13,144.45
2018-08-14,146.57
2018-08-15,145.04
2018-08-16,145.73
2018-08-17,145.02
2018-08-20,145.71
2018-08-21,145.53
2018-08-22,146.46
2018-08-23,147.83
2018-08-24,152.3
2018-08-27,151.68
2018-08-28,152.99
2018-08-29,154.8
2018-08-30,152.14
2018-08-31,152.68
2018-09-04,153.21
2018-09-05,148.65
2018-09-06,148.83
2018-09-07,150.43
2018-09-10,151.32
2018-09-11,152.84
2018-09-12,155.37
2018-09-13,158.18
2018-09-14,157.49
2018-09-17,154.92
2018-09-18,156
2018-09-19,152.9
2018-09-20,155.5
2018-09-21,155.52
2018-09-24,158.78
2018-09-25,158.87
2018-09-26,158.33
2018-09-27,160.43
2018-09-28,159.03
2018-10-01,159.86
2018-10-02,157.26
2018-10-03,159.1
2018-10-04,154.9
2018-10-05,155.07
2018-10-08,148.65
2018-10-09,148.5
2018-10-10,137.81
2018-10-11,139.24
2018-10-12,146.74
2018-10-15,141.95
2018-10-16,147.44
2018-10-17,147.01
2018-10-18,142.84
2018-10-19,140.49
2018-10-22,142.95
2018-10-23,140.66
2018-10-24,133.26
2018-10-25,140.8
2018-10-26,135.52
2018-10-29,130.99
2018-10-30,132.17
2018-10-31,137.24
2018-11-01,139.59
2018-11-02,136.79
2018-11-05,135.44
2018-11-06,133.95
2018-11-07,141.79
2018-11-08,141.87
2018-11-09,136.92
2018-11-12,130.5
2018-11-13,132.16
2018-11-14,129.35
2018-11-15,132.49
2018-11-16,132.55
2018-11-19,121.01
2018-11-20,120.67
2018-11-21,123.59
2018-11-23,122.03
2018-11-26,126.41
2018-11-27,127.54
2018-11-28,140.64
2018-11-29,139.72
2018-11-30,142.76
2018-12-03,144.15
2018-12-04,139.24
2018-12-06,142.06
2018-12-07,135.95
2018-12-10,137.27
2018-12-11,136.79
2018-12-12,140.09
2018-12-13,141.14
2018-12-14,137.04
2018-12-17,130.83
2018-12-18,132.32
2018-12-19,131.16
2018-12-20,127.73
2018-12-21,122.91
2018-12-24,121.33
2018-12-26,130.84
2018-12-27,135.2
2018-12-28,134.68
2018-12-31,136.97
2019-01-02,135.55
2019-01-03,130.4
2019-01-04,137.96
2019-01-07,142.22
2019-01-08,145.72
2019-01-09,145.99
2019-01-10,147.04
2019-01-11,147.55
2019-01-14,146.05
2019-01-15,149.19
2019-01-16,148.54
2019-01-17,149.82
2019-01-18,152.51
2019-01-22,148.95
2019-01-23,149.75
2019-01-24,146.87
2019-01-25,149.74
2019-01-28,147.33
2019-01-29,145.18
2019-01-30,149.16
2019-01-31,151.97
2019-02-01,155.87
2019-02-04,157.72
2019-02-05,158.99
2019-02-06,158.13
2019-02-07,154.93
2019-02-08,156.67
2019-02-11,159.91
2019-02-12,162.79
2019-02-13,160.4
2019-02-14,159.47
2019-02-15,159.05
2019-02-19,160.61
2019-02-20,158.54
2019-02-21,159.63
2019-02-22,161.31
2019-02-25,161.36
2019-02-26,163
2019-02-27,163.12
2019-02-28,163.65
2019-03-01,164.53
2019-03-04,158.5
2019-03-05,156.97
2019-03-06,156.79
2019-03-07,155.6
2019-03-08,155.06
2019-03-11,157.65
2019-03-12,158.28
2019-03-13,159.81
2019-03-14,160.67
2019-03-15,161.51
2019-03-18,161.95
2019-03-19,163.93
2019-03-20,163.51
2019-03-21,166.95
2019-03-22,161.5
2019-03-25,160.88
2019-03-26,159.4
2019-03-27,155.12
2019-03-28,155.18
2019-03-29,158.37
2019-04-01,161.18
2019-04-02,160.51
2019-04-03,162.62
2019-04-04,158.52
2019-04-05,158.56
2019-04-08,158.47
2019-04-09,156.97
2019-04-10,160.24
2019-04-11,160.73
2019-04-12,160.71
2019-04-15,160.09
2019-04-16,158.69
2019-04-17,155.34
2019-04-18,155.99
2019-04-22,158.76
