Date,Close
6/12/19 16:00,10.28
6/13/19 16:00,10.31
6/14/19 16:00,10.23
6/17/19 16:00,10.05
6/18/19 16:00,10.42
6/19/19 16:00,10.34
6/20/19 16:00,10.63
6/21/19 16:00,10.48
6/24/19 16:00,10.28
6/25/19 16:00,10.22
6/26/19 16:00,10.27
6/27/19 16:00,10.4
6/28/19 16:00,10.5
7/1/19 16:00,10.63
7/2/19 16:00,10.62
7/3/19 13:00,10.61
7/5/19 16:00,10.5
7/8/19 16:00,10.2
7/9/19 16:00,10.25
7/10/19 16:00,10.2
7/11/19 16:00,10.11
7/12/19 16:00,10.37
7/15/19 16:00,10.27
7/16/19 16:00,10.38
7/17/19 16:00,9.98
7/18/19 16:00,10.06
7/19/19 16:00,10.04
7/22/19 16:00,10.21
7/23/19 16:00,10.65
7/24/19 16:00,10.68
7/25/19 16:00,10.43
7/26/19 16:00,10.51
7/29/19 16:00,10.38
7/30/19 16:00,10.52
7/31/19 16:00,10.45
8/1/19 16:00,10.08
8/2/19 16:00,10
8/5/19 16:00,9.66
8/6/19 16:00,9.57
8/7/19 16:00,9.46
8/8/19 16:00,9.49
8/9/19 16:00,9.15
8/12/19 16:00,9.05
8/13/19 16:00,9.35
8/14/19 16:00,9.03
8/15/19 16:00,8.01
8/16/19 16:00,8.79
8/19/19 16:00,8.67
8/20/19 16:00,8.38
8/21/19 16:00,8.16
8/22/19 16:00,8.19
8/23/19 16:00,7.97
8/26/19 16:00,8.05
8/27/19 16:00,7.93
8/28/19 16:00,7.94
8/29/19 16:00,8.11
8/30/19 16:00,8.25
9/3/19 16:00,8.33
9/4/19 16:00,8.8
9/5/19 16:00,8.81
9/6/19 16:00,8.71
9/9/19 16:00,8.96
9/10/19 16:00,9.14
9/11/19 16:00,9.36
9/12/19 16:00,9.26
9/13/19 16:00,9.34
9/16/19 16:00,9.38
9/17/19 16:00,9.36
9/18/19 16:00,9.38
9/19/19 16:00,9.42
9/20/19 16:00,9.37
9/23/19 16:00,9.34
9/24/19 16:00,8.97
9/25/19 16:00,9.16
9/26/19 16:00,9.02
9/27/19 16:00,9.04
9/30/19 16:00,8.94
10/1/19 16:00,8.61
10/2/19 16:00,8.51
10/3/19 16:00,8.71
10/4/19 16:00,8.57
10/7/19 16:00,8.56
10/8/19 16:00,8.28
10/9/19 16:00,8.35
10/10/19 16:00,8.45
10/11/19 16:00,8.8
10/14/19 16:00,8.72
10/15/19 16:00,8.89
10/16/19 16:00,8.9
10/17/19 16:00,9.04
10/18/19 16:00,8.96
10/21/19 16:00,8.79
10/22/19 16:00,9.06
10/23/19 16:00,9.14
10/24/19 16:00,8.95
10/25/19 16:00,9
10/28/19 16:00,9.07
10/29/19 16:00,9.07
10/30/19 16:00,10.11
10/31/19 16:00,9.98
11/1/19 16:00,10.38
11/4/19 16:00,10.93
11/5/19 16:00,10.97
11/6/19 16:00,11.02
11/7/19 16:00,11.29
11/8/19 16:00,11.52
11/11/19 16:00,11.35
11/12/19 16:00,11.42
11/13/19 16:00,11.29
11/14/19 16:00,11.29
11/15/19 16:00,11.52
11/18/19 16:00,11.44
11/19/19 16:00,11.5
11/20/19 16:00,11.39
11/21/19 16:00,11.53
11/22/19 16:00,11.55
11/25/19 16:00,11.58
11/26/19 16:00,11.35
11/27/19 16:00,11.29
11/29/19 13:00,11.27
12/2/19 16:00,11.16
12/3/19 16:00,10.99
12/4/19 16:00,10.9
12/5/19 16:00,10.79
12/6/19 16:00,11.1
12/9/19 16:00,10.99
12/10/19 16:00,11.01
12/11/19 16:00,10.97
12/12/19 16:00,11.44
12/13/19 16:00,11.34
12/16/19 16:00,11.17
12/17/19 16:00,11.1
12/18/19 16:00,10.96
12/19/19 16:00,11.04
12/20/19 16:00,11.03
12/23/19 16:00,11.16
12/24/19 13:00,11.19
12/26/19 16:00,11.23
12/27/19 16:00,11.18
12/30/19 16:00,11.08
